State,Year,Group_Name,Sub_Group,Acquitted,Withdrawn,Arrested,Chargesheeted,Convicted,Released_Before_Trial,Trial_Completed,Persons_Under_Trial_At_Year_Beginning,Total_Persons_Under_Trial,High_Crime_Area
Andhra Pradesh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,903,144,1508,1356,2201,60,977,1966,True
Arunachal Pradesh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Assam,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,15,0,33,28,247,7,18,237,False
Bihar,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,1151,351,2243,2106,11178,14,1417,10840,True
Chandigarh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,1,1,1,0,0,0,False
Chhattisgarh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,8,0,31,31,63,0,13,45,False
Dadra & Nagar Haveli,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,1,1,1,0,0,0,False
Daman & Diu,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Delhi,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,2,6,95,0,2,91,False
Goa,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Gujarat,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,5,5,13,0,0,8,False
Haryana,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,6,0,17,17,55,0,6,44,False
Himachal Pradesh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,7,2,14,9,45,0,7,45,False
Jammu & Kashmir,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,4,4,19,0,0,15,False
Jharkhand,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,424,36,638,679,1793,0,920,2070,True
Karnataka,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,1724,251,1853,1847,3605,17,1839,3848,True
Kerala,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,2,0,3,4,13,0,2,11,False
Lakshadweep,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,30,0,610,608,969,0,55,416,False
Maharashtra,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,51,0,175,177,873,0,62,758,False
Manipur,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Meghalaya,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Mizoram,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Nagaland,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Odisha,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,951,0,1698,1725,4829,0,1022,4126,False
Puducherry,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,12,0,13,19,70,0,12,63,False
Punjab,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,3,0,20,3,20,0,3,20,False
Rajasthan,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,20,0,3,3,9,0,27,33,False
Sikkim,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Tamil Nadu,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,269,0,481,449,1277,18,322,1150,False
Tripura,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,2,2,2,0,0,0,False
Uttar Pradesh,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,327,18,812,787,4054,63,734,4019,True
Uttarakhand,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,1,1,12,0,0,11,False
West Bengal,2009,Dowry Prohibition Act,09. Dowry Prohibition,1961,78,0,74,87,155,3,103,171,False
Andaman & Nicobar Islands,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,4,0,0,4,False
Andhra Pradesh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,840,149,1615,1525,2603,26,974,2201,True
Arunachal Pradesh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Assam,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,25,0,105,37,251,11,33,247,False
Bihar,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,859,377,2473,2257,11977,30,1081,11178,True
Chandigarh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,1,0,0,1,False
Chhattisgarh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,20,0,13,13,47,0,29,63,False
Dadra & Nagar Haveli,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,1,0,0,1,False
Daman & Diu,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Delhi,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,1,0,6,9,101,0,3,95,False
Goa,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Gujarat,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,12,12,25,0,0,13,False
Haryana,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,19,14,69,0,0,55,False
Himachal Pradesh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,45,0,0,45,False
Jammu & Kashmir,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,2,2,21,0,0,19,False
Jharkhand,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,384,14,1108,1089,2295,2,573,1793,True
Karnataka,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,668,86,2154,1866,4670,42,715,3605,True
Kerala,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,1,0,7,5,17,0,1,13,False
Lakshadweep,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,41,12,152,154,1034,0,77,969,True
Maharashtra,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,80,0,120,128,917,0,84,873,False
Manipur,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Meghalaya,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Mizoram,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Nagaland,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Odisha,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,1457,0,3279,3212,6440,77,1601,4829,False
Puducherry,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,14,0,29,30,83,1,17,70,False
Punjab,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,6,0,3,15,30,0,6,21,False
Rajasthan,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,9,0,0,9,False
Sikkim,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,0,0,0,0,0,0,False
Tamil Nadu,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,239,0,422,429,1366,22,340,1277,False
Tripura,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,0,0,1,1,3,0,0,2,False
Uttar Pradesh,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,631,84,418,357,2982,71,1345,4054,True
Uttarakhand,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,3,0,0,0,9,0,3,12,False
West Bengal,2010,Dowry Prohibition Act,09. Dowry Prohibition,1961,67,0,142,140,221,8,74,155,False
Andaman & Nicobar Islands,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,7,0,509,495,54,0,493,52,False
Arunachal Pradesh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,1,0,0,1,0,False
Bihar,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,9,0,42,21,15,1,13,7,False
Chandigarh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Chhattisgarh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,4,4,6,0,0,2,False
Goa,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,90,0,1,91,False
Haryana,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jammu & Kashmir,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Karnataka,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,0,0,7,0,2,9,False
Kerala,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,14,3,50,58,152,0,25,122,False
Lakshadweep,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,5,0,0,5,False
Maharashtra,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,18,18,730,0,1,713,False
Manipur,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,3,0,0,3,False
Puducherry,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Punjab,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,1,4,4,0,7,7,False
Rajasthan,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,4,0,52,52,101,0,6,55,False
Sikkim,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,11,11,1,0,15,5,False
Tripura,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,6,6,24,0,16,34,False
Uttarakhand,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2001,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,5,5,0,0,0,False
Andaman & Nicobar Islands,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,65,0,2347,2384,242,0,2196,54,False
Arunachal Pradesh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,3,2,2,1,0,0,False
Bihar,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,8,0,2,3,6,0,12,15,False
Chandigarh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,1,1,0,0,0,False
Chhattisgarh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,0,6,0,0,6,False
Goa,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,8,8,98,0,0,90,False
Haryana,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jammu & Kashmir,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Karnataka,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,0,0,5,0,2,7,False
Kerala,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,14,0,44,38,175,0,15,152,False
Lakshadweep,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,5,0,0,5,False
Maharashtra,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,6,0,55,55,398,0,6,349,False
Manipur,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,3,0,0,3,False
Puducherry,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Punjab,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,10,7,9,1,2,4,False
Rajasthan,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,9,0,47,47,122,0,26,101,False
Sikkim,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,9,9,4,0,6,1,False
Tripura,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,0,0,18,0,6,24,False
Uttarakhand,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2002,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,5,0,0,0,0,0,5,5,False
Andaman & Nicobar Islands,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,232,0,911,926,69,0,1099,242,False
Arunachal Pradesh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,2,0,0,2,False
Bihar,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,6,False
Chandigarh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Chhattisgarh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,6,False
Goa,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,15,15,111,0,2,98,False
Haryana,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jammu & Kashmir,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Karnataka,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,5,0,0,0,0,0,5,5,False
Kerala,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,14,0,29,22,177,2,20,175,False
Lakshadweep,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Maharashtra,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,4,0,8,7,401,0,4,398,False
Manipur,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,3,0,0,0,0,0,3,3,False
Puducherry,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Punjab,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,1,2,7,0,4,9,False
Rajasthan,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,12,0,94,94,186,0,30,122,False
Sikkim,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,7,7,8,0,3,4,False
Tripura,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,15,0,3,18,False
Uttarakhand,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
West Bengal,2003,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,0,0,0,0,0,False
Andaman & Nicobar Islands,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,104,0,1409,1372,163,0,1278,69,False
Arunachal Pradesh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Assam,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,0,0,2,2,False
Bihar,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,6,False
Chandigarh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Chhattisgarh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Daman & Diu,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Delhi,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,6,False
Goa,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Gujarat,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,111,0,0,111,False
Haryana,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,2,2,2,0,0,0,False
Jammu & Kashmir,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Jharkhand,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Karnataka,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Kerala,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,21,0,62,19,169,0,27,177,False
Lakshadweep,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Maharashtra,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,13,12,411,0,2,401,False
Manipur,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Meghalaya,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Mizoram,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Nagaland,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Odisha,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Puducherry,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,1,False
Punjab,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,7,7,9,1,5,7,False
Rajasthan,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,11,0,103,103,252,0,37,186,False
Sikkim,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,False
Tamil Nadu,2004,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,13,0,77,76,46,0,38,8,False
